movieId,user_score,language,budget,revenue
3965,71,English,-,"$3,250,000.00"
3966,72,English,"$30,000.00",-
3967,76,English,"$5,000,000.00","$109,280,263.00"
3968,60,English,"$48,000,000.00","$90,383,208.00"
3969,73,English,"$40,000,000.00","$55,707,411.00"
3971,62,English,-,-
3972,74,Cantonese,"$10,000,000.00","$11,555,430.00"
3973,43,English,"$15,000,000.00","$47,737,094.00"
3974,68,English,"$35,000,000.00","$27,965,865.00"
3977,58,English,"$92,000,000.00","$264,100,000.00"
3978,66,English,"$80,000,000.00","$39,459,427.00"
3979,59,English,"$85,000,000.00","$58,292,295.00"
3980,75,English,"$32,000,000.00","$82,300,000.00"
3981,57,English,"$80,000,000.00","$33,463,969.00"
3983,68,English,-,"$11,200,000.00"
3984,64,English,"$7,200,000.00","$116,019,547.00"
3985,66,English,"$6,000,000.00",-
3986,60,English,"$82,000,000.00","$96,085,477.00"
3987,58,English,"$35,000,000.00","$36,779,296.00"
3988,68,English,"$123,000,000.00","$345,800,000.00"
3989,73,English,-,-
3990,66,English,"$30,000,000.00","$103,291,131.00"
3991,55,English,"$85,000,000.00","$183,611,771.00"
3992,74,Italian,-,"$14,493,284.00"
3993,71,English,"$13,500,000.00","$7,060,876.00"
3994,71,English,"$75,000,000.00","$248,100,000.00"
3996,74,Chinese,"$17,000,000.00","$213,525,736.00"
3997,43,English,"$35,000,000.00","$15,185,241.00"
3998,61,English,"$65,000,000.00",-
3999,60,English,"$75,000,000.00","$215,663,859.00"
4000,67,English,"$25,000,000.00","$8,613,462.00"
4002,72,English,"$15,000,000.00","$49,500,000.00"
4003,59,English,"$20,000,000.00","$16,000,000.00"
4005,65,English,"$40,000,000.00","$191,185,897.00"
4006,71,English,"$6,000,000.00","$5,849,647.00"
4007,72,English,"$15,000,000.00","$43,900,000.00"
4008,70,English,"$14,000,000.00","$161,001,698.00"
4009,71,English,"$4,000,000.00","$3,468,572.00"
4010,66,English,"$20,000,000.00","$45,833,132.00"
4011,78,English,"$10,000,000.00","$83,600,000.00"
4012,54,English,"$15,000,000.00","$21,032,267.00"
4014,70,English,"$25,000,000.00","$152,500,000.00"
4015,56,English,"$13,000,000.00","$73,180,723.00"
4016,76,English,"$100,000,000.00","$169,327,687.00"
4017,67,English,"$6,000,000.00","$10,994,533.00"
4018,64,English,"$70,000,000.00","$374,100,000.00"
4019,71,English,"$43,000,000.00","$80,100,000.00"
4020,64,English,"$10,000,000.00","$12,008,642.00"
4021,66,English,-,"$8,524,534.00"
4022,77,English,"$90,000,000.00","$429,632,142.00"
4023,68,English,"$60,000,000.00","$124,700,000.00"
4024,63,English,"$10,000,000.00","$5,164,404.00"
4025,65,English,"$45,000,000.00","$212,000,000.00"
4027,73,English,"$26,000,000.00","$71,900,000.00"
4029,63,English,-,"$9,206,279.00"
4030,52,English,"$28,000,000.00","$47,053,625.00"
4031,58,English,"$57,000,000.00",-
4032,59,English,-,-
4033,70,English,"$80,000,000.00","$34,566,746.00"
4034,71,English,"$48,000,000.00","$207,500,000.00"
4035,60,English,"$20,000,000.00","$669,258.00"
4036,67,English,"$8,000,000.00","$8,279,017.00"
4037,68,English,-,"$2,585,639.00"
4039,65,English,"$35,000,000.00","$57,100,000.00"
4040,61,English,"$10,000,000.00","$25,196,249.00"
4041,70,English,"$7,500,000.00","$129,795,554.00"
4042,72,English,"$12,000,000.00","$7,900,000.00"
4043,69,English,"$6,500,000.00","$2,347,000.00"
4046,66,English,"$3,000,000.00","$8,000,000.00"
4047,69,English,"$25,000,000.00","$12,700,000.00"
4052,60,English,"$30,000,000.00","$18,200,000.00"
4053,57,English,"$24,000,000.00","$31,600,000.00"
4054,65,English,"$13,000,000.00","$131,706,809.00"
4055,62,English,"$1,000,000.00","$779,137.00"
4056,65,English,"$35,000,000.00","$29,419,291.00"
4061,73,English,"$1,237,669.00","$2,853,801.00"
4062,63,English,"$6,000,000.00","$12,793,213.00"
4063,56,English,-,"$22,697,691.00"
4064,66,English,"$500,000.00","$4,000,000.00"
4065,62,English,"$500,000.00",-
4066,64,English,"$3,000,000.00","$13,000,000.00"
4067,69,English,-,"$18,899,204.00"
4068,63,English,"$11,000,000.00","$13,276,953.00"
4069,59,English,"$35,000,000.00","$94,700,000.00"
4074,60,German,-,"$671,565.00"
4077,68,French,-,"$3,818,452.00"
4078,55,English,-,"$4,000,000.00"
4079,60,English,-,-
4080,63,English,"$15,000,000.00","$26,712,476.00"
4081,60,English,-,-
4082,69,English,"$3,000,000.00","$3,221,568.00"
4083,60,English,-,"$4,278,150.00"
4084,65,English,"$28,000,000.00","$299,965,036.00"
4085,72,English,"$14,000,000.00","$316,360,478.00"
4086,62,English,-,-
4089,57,English,-,-
4090,69,English,"$2,300,000.00","$2,300,000.00"
4091,70,English,"$1,800,000.00","$31,623,833.00"
4092,60,English,"$10,000,000.00","$14,000.00"
4093,62,English,-,-
4102,72,English,-,"$50,504,655.00"
4103,75,English,"$35,000,000.00","$66,700,000.00"
4104,52,English,"$3,000,000.00","$23,509,382.00"
4105,73,English,"$350,000.00","$29,612,367.00"
4109,63,English,-,"$15,151,736.00"
4110,62,English,"$6,000,000.00","$12,423,831.00"
4111,63,English,-,"$5,262,047.00"
4113,62,English,-,-
4115,55,English,-,-
4116,63,English,-,-
4117,68,English,-,-
4121,68,English,"$27,000,000.00","$25,900,000.00"
4123,45,English,"$51,000,000.00","$14,375,181.00"
4124,41,English,"$23,000,000.00","$51,881,013.00"
4125,29,English,"$24,000,000.00","$4,600,000.00"
4126,63,English,"$8,000,000.00","$12,396,383.00"
4127,57,English,"$10,500,000.00","$34,377,585.00"
4128,71,English,"$8,500,000.00","$32,222,567.00"
4129,67,English,-,-
4130,57,English,-,"$9,868,521.00"
4131,50,English,-,-
4132,68,English,"$6,000,000.00","$42,700,000.00"
4133,57,English,"$22,000,000.00","$17,336,370.00"
4135,67,English,"$12,000,000.00","$3,769,990.00"
4138,55,English,-,-
4139,60,English,"$8,000,000.00","$2,877,571.00"
4141,56,English,"$14,000,000.00","$13,127,022.00"
4142,42,English,-,-
4143,55,English,"$10,000,000.00","$16,300,000.00"
4144,81,Cantonese,"$150,000.00","$14,204,632.00"
4146,59,English,"$8,000,000.00","$105,983.00"
4147,60,Castilian,-,-
4148,68,English,"$87,000,000.00","$351,692,268.00"
4149,56,English,"$22,000,000.00","$19,351,569.00"
4152,61,English,-,-
4153,55,English,"$30,000,000.00","$71,186,502.00"
4154,66,English,"$10,000,000.00","$44,460,850.00"
4155,69,English,"$40,000,000.00","$65,754,228.00"
4156,51,English,"$16,000,000.00","$146,193.00"
4157,56,English,-,-
4158,51,English,"$75,000,000.00","$5,409,517.00"
4159,58,English,"$62,000,000.00","$18,720,175.00"
4160,65,French,-,-
4161,59,English,"$57,000,000.00","$147,845,033.00"
4164,57,English,"$13,500,000.00","$794,481.00"
4166,63,English,-,-
4167,59,English,"$60,000,000.00","$56,359,980.00"
4168,56,English,"$22,000,000.00","$19,900,366.00"
4171,63,English,-,"$50,248.00"
4174,65,English,-,-
4175,65,English,"$350,000.00","$29,090.00"
4178,73,English,-,-
4180,58,English,-,"$2,510,433.00"
4181,52,English,"$3,000,000.00","$344,000.00"
4184,71,English,-,-
4187,72,English,-,-
4189,64,English,"$20,000,000.00","$15,500,000.00"
4190,72,English,"$3,000,000.00","$10,400,000.00"
4191,65,English,-,-
4193,55,English,"$10,000,000.00","$49,666.00"
4194,70,English,-,-
4195,69,English,-,"$1,827,000.00"
4197,66,English,-,"$364,642.00"
4198,53,English,"$2,000,000.00","$11,000,000.00"
4200,61,English,"$15,000,000.00","$30,102,717.00"
4202,55,English,-,-
4203,63,English,"$23,000,000.00","$7,434,726.00"
4204,50,English,"$7,000,000.00","$1,246,141.00"
4205,67,English,"$31,000,000.00","$35,419,397.00"
4210,70,English,"$15,000,000.00","$8,620,929.00"
4211,66,English,-,"$15,445,131.00"
4212,72,English,"$7,920,000.00","$14,560,084.00"
4214,64,English,-,-
4215,56,English,-,"$22,642,033.00"
4217,73,English,-,-
4218,65,English,"$19,000,000.00",-
4219,62,English,-,-
4220,67,English,"$2,900,000.00","$43,000,000.00"
4221,55,English,-,-
4223,74,English,"$68,000,000.00","$96,976,270.00"
4224,57,English,"$50,000,000.00","$79,958,599.00"
4225,67,English,-,-
4226,82,English,"$9,000,000.00","$40,000,000.00"
4228,61,English,"$35,000,000.00","$57,800,000.00"
4229,47,English,"$25,000,000.00","$12,320,393.00"
4231,60,English,"$23,000,000.00","$38,689,940.00"
4232,58,English,"$35,000,000.00","$147,900,000.00"
4233,51,English,"$11,000,000.00","$23,400,000.00"
4234,60,English,"$21,000,000.00","$28,000,000.00"
4235,76,Castilian,"$2,000,000.00","$20,908,467.00"
4236,63,English,-,-
4237,76,French,-,-
4238,63,English,"$60,000,000.00","$105,200,000.00"
4239,74,English,"$53,000,000.00","$83,300,000.00"
4240,47,English,"$35,000,000.00","$16,200,000.00"
4241,65,Japanese,"$16,000,000.00","$68,400,000.00"
4242,57,English,-,"$313,768.00"
4243,64,English,"$1,000,000.00","$852,206.00"
4246,67,English,"$25,000,000.00","$281,900,000.00"
4247,56,English,"$17,700,000.00","$30,987,695.00"
4248,55,English,"$22,000,000.00",-
4251,67,English,-,"$236,185.00"
4252,69,Persian,-,-
4254,52,English,"$21,150,000.00","$39,438,674.00"
4255,46,English,"$14,000,000.00","$14,343,028.00"
4256,48,English,-,-
4259,62,English,"$1,864,747.00",-
4260,76,English,-,-
4262,82,English,"$25,000,000.00","$66,023,329.00"
4263,75,English,-,-
4265,51,English,"$94,000,000.00","$54,744,738.00"
4267,58,English,"$18,000,000.00","$13,500,000.00"
4268,45,English,"$90,000,000.00","$10,372,291.00"
4270,64,English,"$98,000,000.00","$443,280,904.00"
4273,67,French,-,-
4275,60,English,"$27,000,000.00","$16,500,000.00"
4276,69,English,"$4,000,000.00","$10,179,000.00"
4278,70,German,-,-
4280,67,English,"$17,000,000.00","$29,712,172.00"
4282,67,Italian,"$3,000,000.00",-
4284,57,English,-,-
4285,67,English,"$29,000,000.00","$22,773,535.00"
4289,70,Italian,-,-
4290,63,English,"$40,000,000.00","$23,202,444.00"
4291,69,English,"$10,000,000.00","$103,300,000.00"
4292,71,English,"$4,500,000.00","$22,228,000.00"
4293,61,English,-,"$24,689,704.00"
4294,62,English,-,-
4296,68,English,"$2,200,000.00","$136,400,000.00"
4297,73,Danish,-,-
4298,78,French,"$200,000.00","$460,000.00"
4299,69,English,"$65,000,000.00","$117,487,473.00"
4300,63,English,"$5,500,000.00","$706,876.00"
4304,67,English,-,-
4305,60,English,"$53,000,000.00","$29,700,000.00"
4306,77,English,"$60,000,000.00","$487,900,000.00"
4307,63,English,-,-
4308,76,English,"$52,500,000.00","$179,213,434.00"
4310,69,English,"$140,000,000.00","$449,200,000.00"
4312,73,French,-,-
4313,61,English,"$20,170,000.00","$1,800,000.00"
4316,71,English,-,-
4317,62,English,-,"$754,935.00"
4321,64,English,"$27,000,000.00","$179,033,791.00"
4322,69,English,"$6,100,000.00","$5,700,000.00"
4323,70,English,-,-
4325,79,Italian,-,-
4326,77,English,"$15,000,000.00","$34,604,000.00"
4327,75,English,"$2,000,000.00","$4,905,000.00"
4329,78,English,"$1,200,000.00","$5,750,000.00"
4333,62,English,"$14,000,000.00","$57,915,972.00"
4334,79,Chinese,-,-
4337,72,English,"$12,000,000.00","$20,000,000.00"
4338,71,English,-,"$3,225,000.00"
4339,71,English,"$5,760,000.00",-
4340,51,English,"$22,000,000.00","$84,772,742.00"
4342,63,English,-,"$512,451.00"
4343,61,English,"$80,000,000.00","$98,376,292.00"
4344,62,English,"$102,000,000.00","$147,080,413.00"
4345,58,English,-,-
4347,73,Czech,-,-
4349,67,English,"$18,000,000.00","$24,911,670.00"
4350,72,English,"$650,000.00",-
4351,72,English,"$24,000,000.00","$83,531,958.00"
4353,62,English,"$11,000,000.00","$30,503,151.00"
4354,62,English,"$23,000,000.00","$57,138,719.00"
4355,61,English,-,-
4356,73,English,"$2,300,000.00","$5,300,000.00"
4357,68,English,-,-
4359,71,English,"$1,800,000.00","$12,000,000.00"
4361,72,English,"$21,000,000.00","$177,200,000.00"
4366,70,English,"$120,000,000.00","$186,053,725.00"
4367,59,English,"$115,000,000.00","$274,700,000.00"
4368,53,English,"$70,000,000.00","$176,100,000.00"
4369,70,English,"$38,000,000.00","$207,283,925.00"
4370,70,English,"$100,000,000.00","$235,926,552.00"
4371,72,English,"$16,000,000.00","$29,381,649.00"
4373,50,English,"$7,000,000.00","$3,300,000.00"
4374,33,English,-,-
4378,70,English,"$5,000,000.00",-
4380,69,German,-,-
4381,64,French,-,-
4383,69,French,"$2,365,000.00",-
4384,66,French,-,-
4386,54,English,"$60,000,000.00","$93,375,151.00"
4387,68,English,"$25,000,000.00","$64,437,847.00"
4388,58,English,"$45,000,000.00","$141,200,000.00"
4389,68,English,-,-
4390,48,French,-,"$940,944.00"
4392,64,English,-,"$7,331,839.00"
4393,68,English,-,-
4394,62,English,-,-
4395,81,Italian,-,-
4396,61,English,"$18,000,000.00","$72,200,000.00"
4397,54,English,"$20,000,000.00","$56,300,000.00"
4399,71,French,-,"$17,754.00"
4402,52,English,-,-
4403,66,English,"$270,000.00","$1,450,000.00"
4404,79,German,-,-
4406,78,English,"$3,200,000.00","$8,000,000.00"
4407,70,English,"$4,500,000.00","$1,500,000.00"
4408,62,English,-,-
4409,68,English,"$14,000,000.00","$2,735,731.00"
4410,66,English,-,"$8,362,969.00"
4412,48,English,-,-
4419,73,English,-,-
4420,68,English,-,-
4422,79,Swedish,"$400,000.00",-
4424,69,Italian,-,-
4426,72,English,"$410,000.00","$726,000.00"
4427,74,English,-,-
4428,70,English,"$4,000,000.00","$8,200,000.00"
4429,70,English,"$4,500,000.00","$10,400,000.00"
4432,76,English,"$3,400,000.00","$2,500,000.00"
4433,69,English,"$1,300,000.00","$4,300,000.00"
4434,66,Italian,-,-
4436,66,English,"$1,400,000.00","$4,468,000.00"
4437,75,Italian,-,"$2,900,000.00"
4438,72,Chinese,"$100,000.00",-
4439,73,German,-,-
4440,71,Chinese,"$100,000.00",-
4441,64,Cantonese,"$850,000.00",-
4442,64,English,"$10,000,000.00","$25,754,284.00"
4443,64,English,"$18,000,000.00","$17,374,595.00"
4444,74,Cantonese,"$130,000.00","$27,000,000.00"
4445,43,English,-,-
4446,62,English,"$137,000,000.00","$85,131,830.00"
4447,68,English,"$18,000,000.00","$141,774,679.00"
4448,67,English,"$68,000,000.00","$113,579,918.00"
4449,66,French,-,$28.00
4450,67,English,-,"$480,811.00"
4451,68,English,-,-
4452,59,English,"$5,000,000.00","$5,476,060.00"
4453,73,English,-,"$21,268,532.00"
4454,76,English,-,-
4458,64,English,-,-
4459,66,English,-,-
4462,56,English,-,"$2,567,099.00"
4463,55,English,-,"$5,979,011.00"
4464,62,English,-,"$32,632,093.00"
4465,70,English,-,-
4466,61,English,"$7,500,000.00","$18,869,631.00"
4467,69,English,"$46,630,000.00","$8,083,123.00"
4470,71,Finnish,-,-
4471,55,English,-,"$14,681,192.00"
4473,63,English,-,"$3,966,256.00"
4474,66,English,"$20,000,000.00","$57,041,866.00"
4475,70,English,-,-
4476,64,English,-,-
4477,50,English,-,"$15,122,000.00"
4478,63,English,"$20,000,000.00","$51,684,798.00"
4480,67,English,"$19,000,000.00","$8,200,000.00"
4482,58,English,"$25,000,000.00","$16,118,077.00"
4483,42,English,-,-
4484,61,French,"$3,512,454.00","$115,860.00"
4487,61,English,"$20,000,000.00","$171,504,781.00"
4488,65,English,"$6,000,000.00","$46,616,067.00"
4489,69,English,"$30,000,000.00","$288,752,301.00"
4490,54,English,-,-
4492,64,English,"$2,000,000.00","$13,167,232.00"
4495,56,English,-,"$16,262,415.00"
4496,63,English,-,"$12,706,478.00"
4497,61,English,"$5,000,000.00","$3,588,626.00"
4498,63,English,"$20,000,000.00","$37,900,000.00"
4499,71,English,"$6,500,000.00","$42,000,000.00"
4500,70,English,-,-
4502,,,,
4504,59,English,-,"$3,527,636.00"
4505,65,English,-,"$17,514,553.00"
4506,67,English,"$20,000,000.00","$17,637,950.00"
4508,70,English,"$22,000,000.00",-
4509,65,English,"$24,000,000.00","$43,455,230.00"
4511,58,English,"$15,000,000.00","$8,500,000.00"
4516,45,English,-,-
4517,61,English,"$4,700,000.00",-
4518,59,English,"$2,500,000.00","$1,189,315.00"
4519,71,English,"$12,500,000.00","$84,460,846.00"
4520,65,English,"$8,000,000.00",-
4521,59,English,-,-
4522,55,English,-,-
4523,64,English,"$22,000,000.00","$14,000,000.00"
4524,57,English,"$20,000,000.00",-
4526,57,English,"$20,000,000.00","$13,854,000.00"
4527,49,English,-,"$6,264,058.00"
4529,72,German,-,"$3,587,303.00"
4531,62,English,"$29,000,000.00","$34,994,648.00"
4533,71,English,"$4,000,000.00","$14,200,000.00"
4534,67,English,"$6,830,000.00","$10,743,000.00"
4535,69,English,"$3,500,000.00","$20,659,423.00"
4537,75,English,-,"$2,835,116.00"
4541,64,English,"$11,000,000.00","$19,595,031.00"
4544,62,English,"$10,000,000.00","$21,600,000.00"
4545,66,English,"$10,000,000.00","$40,697,761.00"
4546,75,Flemish,-,-
4552,69,Japanese,"$55,500.00",-
4553,73,English,"$4,000,000.00","$13,000,000.00"
4557,67,English,"$23,000,000.00","$19,652,638.00"
4558,60,English,"$15,000,000.00","$216,614,388.00"
4562,66,English,-,"$8,539,181.00"
4563,51,English,"$24,900,000.00","$5,000,000.00"
4564,63,English,"$31,000,000.00","$74,100,000.00"
4565,59,English,"$1,000,000.00","$10,499,694.00"
4571,69,English,"$10,000,000.00","$40,500,000.00"
4572,66,English,"$30,000,000.00","$134,212,055.00"
4573,63,English,-,"$19,131,000.00"
4574,66,English,"$20,000,000.00","$2,700,000.00"
4577,71,English,"$22,500,000.00","$18,671,317.00"
4578,66,English,"$16,000,000.00","$16,300,000.00"
4580,57,English,"$500,000.00","$10,166,459.00"
4581,62,English,"$19,000,000.00","$19,738,015.00"
4583,55,English,-,"$7,723,506.00"
4584,59,English,-,"$5,552,441.00"
4585,61,English,-,"$28,890,240.00"
4587,56,English,"$10,000,000.00","$3,916,303.00"
4589,66,English,-,"$4,786,789.00"
4591,58,English,-,"$1,932,642.00"
4593,57,English,-,"$12,195,695.00"
4594,59,English,"$16,000,000.00","$2,420,917.00"
4595,62,English,-,-
4597,59,English,"$10,000,000.00","$2,777,280.00"
4599,63,English,"$17,000,000.00","$13,700,000.00"
4600,55,English,"$8,500,000.00","$11,604,598.00"
4602,61,English,"$30,000,000.00","$60,864,870.00"
4603,54,English,-,-
4605,63,English,-,"$418,053.00"
4608,61,English,-,"$20,047,604.00"
4610,49,English,-,-
4611,63,English,"$20,000,000.00","$7,237,794.00"
4612,69,French,-,-
4613,61,English,"$17,000,000.00","$78,247,647.00"
4614,68,English,"$1,500,000.00","$14,697,005.00"
4615,64,English,-,"$1,730,005.00"
4616,73,English,-,-
4617,63,English,"$18,000,000.00","$4,900,000.00"
4619,59,English,"$7,000,000.00","$793,775.00"
4621,63,English,"$7,500,000.00","$297,000,000.00"
4622,61,English,-,"$3,960,327.00"
4623,69,English,"$11,000,000.00","$75,000,000.00"
4624,63,English,"$750,000.00",-
4625,53,English,-,-
4626,70,English,"$3,700,000.00","$1,145,404.00"
4628,63,English,"$15,000,000.00","$10,763,469.00"
4629,59,English,"$12,000,000.00","$15,942,628.00"
4630,48,English,"$8,000,000.00","$16,093,651.00"
4632,61,English,-,-
4634,54,English,-,-
4635,54,English,"$19,000,000.00","$12,100,000.00"
4636,58,English,"$9,000,000.00",-
4638,61,English,"$93,000,000.00","$368,780,809.00"
4639,57,English,"$64,400,000.00","$138,191,428.00"
4640,71,English,"$12,000,000.00","$15,250,000.00"
4641,71,English,"$7,000,000.00","$8,800,000.00"
4642,75,English,-,-
4643,57,English,"$100,000,000.00","$362,211,740.00"
4644,73,Italian,-,"$8,500,000.00"
4645,74,Japanese,"$20,000.00","$99,000.00"
4646,63,English,-,"$1,443,067.00"
4649,63,English,"$5,000,000.00","$295,206.00"
4653,62,English,-,-
4654,67,English,"$15,000,000.00","$30,100,000.00"
4658,71,Castilian,"$787,000.00",-
4660,58,English,-,-
4661,66,English,"$19,000,000.00","$110,879,513.00"
4662,67,English,"$18,000,000.00","$46,900,000.00"
4663,52,English,-,"$12,065,892.00"
4666,61,English,"$8,500,000.00","$45,000,000.00"
4670,65,English,-,-
4671,60,English,-,-
4672,57,English,-,-
4673,64,English,"$55,000,000.00","$63,408,614.00"
4675,67,English,"$15,000,000.00","$40,600,000.00"
4676,57,English,-,-
4677,64,English,"$13,000,000.00","$71,100,000.00"
4678,67,English,"$5,000,000.00","$6,157,157.00"
4679,68,English,"$15,000,000.00","$79,300,000.00"
4681,69,English,"$26,000,000.00","$160,188,546.00"
4683,60,English,"$6,000,000.00","$14,278,900.00"
4686,50,English,"$7,000,000.00","$12,741,891.00"
4687,69,English,-,"$35,609.00"
4688,66,English,"$11,000,000.00","$8,211,952.00"
4689,67,Italian,"$1,000,000.00","$1,204,739.00"
4690,65,English,"$58,000,000.00","$25,928,721.00"
4695,65,English,-,-
4697,64,English,"$35,000.00",-
4699,61,English,"$42,000,000.00","$35,402,320.00"
4700,70,English,"$37,000,000.00","$165,335,153.00"
4701,67,English,"$90,000,000.00","$347,325,802.00"
4703,67,French,-,-
4704,67,English,-,-
4705,68,French,"$1,100,000.00","$20,424,259.00"
4709,64,English,"$20,000,000.00","$31,678,778.00"
4710,71,English,-,"$8,091,910.00"
4711,54,English,-,"$253,311.00"
4713,67,English,"$15,000,000.00","$19,853,892.00"
4714,58,English,"$15,000,000.00","$70,687,344.00"
4715,55,English,-,"$8,415,112.00"
4717,60,English,"$6,000,000.00","$8,527,743.00"
4718,62,English,"$30,000,000.00","$287,553,595.00"
4719,65,English,"$75,000,000.00","$13,596,911.00"
4720,76,English,"$17,000,000.00","$210,000,000.00"
4721,61,English,"$35,000,000.00","$13,678,913.00"
4722,59,English,-,"$1,051,948.00"
4723,61,English,"$3,000,000.00","$10,031,529.00"
4725,62,English,"$1,500,000.00","$1,612,259.00"
4727,60,English,"$57,000,000.00","$62,112,895.00"
4728,63,English,"$48,000,000.00","$85,498,534.00"
4732,57,English,-,"$5,007,209.00"
4733,66,English,-,-
4734,64,English,"$22,000,000.00","$33,788,161.00"
4735,51,English,"$28,000,000.00","$14,010,832.00"
4736,54,English,"$34,000,000.00","$19,693,891.00"
4738,68,English,-,"$688,510.00"
4740,53,English,-,-
4741,70,Swedish,-,-
4743,61,English,-,"$4,574,762.00"
4744,65,English,"$10,000,000.00","$59,217,789.00"
4745,58,English,-,"$16,017,403.00"
4748,57,English,"$6,500,000.00","$29,000,301.00"
4749,56,English,"$20,000,000.00","$11,798,854.00"
4750,51,English,-,"$413,479.00"
4754,74,English,"$810,000.00","$513,000.00"
4756,53,English,"$40,000,000.00","$27,053,815.00"
4757,67,English,"$57,000,000.00","$19,334,145.00"
4759,66,English,"$13,000,000.00","$22,390,000.00"
4765,67,English,"$700,000.00","$1,667,192.00"
4766,72,Castilian,-,-
4769,74,English,-,-
4770,59,English,"$30,000,000.00","$23,619,609.00"
4771,65,English,"$32,000,000.00","$40,222,729.00"
4772,72,English,"$2,000,000.00","$1,075,504.00"
4773,64,English,-,"$251,058.00"
4774,61,English,"$40,000,000.00","$8,493,890.00"
4775,44,English,"$22,000,000.00","$5,271,666.00"
4776,75,English,"$45,000,000.00","$104,900,000.00"
4777,66,English,-,-
4780,63,English,-,-
4782,61,English,"$1,000,000.00","$2,402,459.00"
4783,67,English,-,"$2,452,566.00"
4784,64,English,-,"$2,689,068.00"
4785,74,Italian,-,"$53,074.00"
4786,67,English,-,-
4787,66,English,"$10,000,000.00","$25,010,896.00"
4788,77,Russian,"$900,000.00","$2,500,000.00"
4789,75,English,"$1,300,000.00","$250,000.00"
4792,57,English,-,-
4794,68,Italian,"$8,000,000.00",-
4795,69,English,-,-
4796,63,English,-,"$6,000,000.00"
4798,65,English,-,-
4799,69,English,"$9,400,000.00","$60,000,000.00"
4800,53,English,-,-
4801,75,English,-,-
4802,72,English,-,"$6,800,000.00"
4803,66,English,"$725,000.00","$10,600,000.00"
4804,73,English,"$2,900,000.00","$5,000,000.00"
4808,61,English,-,"$14,543,394.00"
4809,69,English,"$10,000,000.00","$35,600,000.00"
4810,62,English,"$3,000,000.00",-
4811,71,English,-,-
4812,59,English,"$18,000,000.00","$9,697,739.00"
4813,63,English,"$936,000.00","$1,600,000.00"
4814,62,English,"$50,000,000.00","$100,020,092.00"
4815,68,English,"$31,000,000.00","$24,185,781.00"
4816,62,English,"$28,000,000.00","$60,800,000.00"
4818,49,English,-,$1.00
4821,65,English,"$23,000,000.00","$36,642,838.00"
4822,58,English,"$25,000,000.00","$18,634,654.00"
4823,69,English,"$28,000,000.00","$77,516,304.00"
4825,68,Castilian,-,-
4826,67,English,"$4,500,000.00","$7,206,220.00"
4827,49,English,"$300,000.00",-
4828,66,French,-,-
4830,70,English,"$9,000,000.00","$37,121,708.00"
4831,52,English,-,-
4833,70,English,"$7,600,000.00","$12,000,000.00"
4835,73,English,"$15,000,000.00","$67,182,787.00"
4836,61,English,-,-
4840,72,French,-,-
4844,63,English,"$75,000,000.00","$67,631,903.00"
4845,42,English,"$11,000,000.00","$23,978,402.00"
4846,74,Cantonese,"$11,000,000.00","$14,681,661.00"
4847,61,French,-,"$766,000.00"
